index,id,speaker,text,ref_audio,emotion_ref_audio,emotion,emo_alpha,target_duration_s,fit_duration,max_tokens,output_path,model,version,duration_s,elapsed_s,rtf,emotion_source,emotion_json,dominant_emotion,qwen_elapsed_s,qwen_raw_text
11,0011_speaker,逗哏,更扎心的是，被 AI 训练成只睡五小时。,/Users/vanch/mlx-indextts2/outputs/fjymb_library_final/work/clips/0222_crosstalk_0783190-0786560.wav,/Users/vanch/mlx-indextts2/outputs/fjymb_library_final/work/clips/0512_crosstalk_1813956-1816924.wav,,0.66,,False,320,/Users/vanch/tts_benchmarks/mlx_four_backend_full64_cleanrefs_20260516/indextts/0011_0011_speaker.wav,models/mlx-indexTTS2-standard-8bit,2.0,4.609,2.885,0.6258,reference,,,,
12,0012_speaker,捧哏,以前熬夜是为了爱情，现在熬夜是为了额度刷新。,/Users/vanch/mlx-indextts2/outputs/fjymb_library_final/work/clips/0071_crosstalk_0215374-0217032.wav,/Users/vanch/mlx-indextts2/outputs/fjymb_library_final/work/clips/0077_crosstalk_0237975-0240670.wav,,0.72,,False,320,/Users/vanch/tts_benchmarks/mlx_four_backend_full64_cleanrefs_20260516/indextts/0012_0012_speaker.wav,models/mlx-indexTTS2-standard-8bit,2.0,3.808,2.429,0.6379,reference,,,,
13,0013_speaker,逗哏,第二案，土狗道人的血泪创业史。,/Users/vanch/mlx-indextts2/outputs/fjymb_library_final/work/clips/0222_crosstalk_0783190-0786560.wav,/Users/vanch/mlx-indextts2/outputs/fjymb_library_final/work/clips/0222_crosstalk_0783190-0786560.wav,,0.56,,False,320,/Users/vanch/tts_benchmarks/mlx_four_backend_full64_cleanrefs_20260516/indextts/0013_0013_speaker.wav,models/mlx-indexTTS2-standard-8bit,2.0,3.425,2.367,0.6912,reference,,,,
14,0014_speaker,捧哏,听名字就像开局一条狗，装备全靠封。,/Users/vanch/mlx-indextts2/outputs/fjymb_library_final/work/clips/0071_crosstalk_0215374-0217032.wav,/Users/vanch/mlx-indextts2/outputs/fjymb_library_final/work/clips/0077_crosstalk_0237975-0240670.wav,,0.75,,False,320,/Users/vanch/tts_benchmarks/mlx_four_backend_full64_cleanrefs_20260516/indextts/0014_0014_speaker.wav,models/mlx-indexTTS2-standard-8bit,2.0,3.553,2.344,0.6597,reference,,,,
15,0015_speaker,逗哏,他本来想卖 Plus 号，大干一场。,/Users/vanch/mlx-indextts2/outputs/fjymb_library_final/work/clips/0222_crosstalk_0783190-0786560.wav,/Users/vanch/mlx-indextts2/outputs/fjymb_library_final/work/clips/0222_crosstalk_0783190-0786560.wav,,0.58,,False,320,/Users/vanch/tts_benchmarks/mlx_four_backend_full64_cleanrefs_20260516/indextts/0015_0015_speaker.wav,models/mlx-indexTTS2-standard-8bit,2.0,2.81,2.059,0.7329,reference,,,,
16,0016_speaker,捧哏,然后呢？,/Users/vanch/mlx-indextts2/outputs/fjymb_library_final/work/clips/0071_crosstalk_0215374-0217032.wav,/Users/vanch/mlx-indextts2/outputs/fjymb_library_final/work/clips/0324_crosstalk_1174530-1178247.wav,,0.68,,False,320,/Users/vanch/tts_benchmarks/mlx_four_backend_full64_cleanrefs_20260516/indextts/0016_0016_speaker.wav,models/mlx-indexTTS2-standard-8bit,2.0,1.347,1.955,1.4518,reference,,,,
17,0017_speaker,逗哏,闲鱼光速封号。,/Users/vanch/mlx-indextts2/outputs/fjymb_library_final/work/clips/0222_crosstalk_0783190-0786560.wav,/Users/vanch/mlx-indextts2/outputs/fjymb_library_final/work/clips/0289_crosstalk_1020549-1022581.wav,,0.78,,False,320,/Users/vanch/tts_benchmarks/mlx_four_backend_full64_cleanrefs_20260516/indextts/0017_0017_speaker.wav,models/mlx-indexTTS2-standard-8bit,2.0,1.811,2.24,1.2367,reference,,,,
18,0018_speaker,捧哏,这不叫创业，这叫平台给你做法事。,/Users/vanch/mlx-indextts2/outputs/fjymb_library_final/work/clips/0071_crosstalk_0215374-0217032.wav,/Users/vanch/mlx-indextts2/outputs/fjymb_library_final/work/clips/0325_crosstalk_1178247-1185150.wav,,0.7,,False,320,/Users/vanch/tts_benchmarks/mlx_four_backend_full64_cleanrefs_20260516/indextts/0018_0018_speaker.wav,models/mlx-indexTTS2-standard-8bit,2.0,4.052,2.459,0.6068,reference,,,,
19,0019_speaker,逗哏,更离谱的是，他还被小红书忽悠去了西藏。,/Users/vanch/mlx-indextts2/outputs/fjymb_library_final/work/clips/0222_crosstalk_0783190-0786560.wav,/Users/vanch/mlx-indextts2/outputs/fjymb_library_final/work/clips/0411_crosstalk_1496417-1497956.wav,,0.72,,False,320,/Users/vanch/tts_benchmarks/mlx_four_backend_full64_cleanrefs_20260516/indextts/0019_0019_speaker.wav,models/mlx-indexTTS2-standard-8bit,2.0,4.493,2.882,0.6415,reference,,,,
20,0020_speaker,捧哏,说走就走？,/Users/vanch/mlx-indextts2/outputs/fjymb_library_final/work/clips/0071_crosstalk_0215374-0217032.wav,/Users/vanch/mlx-indextts2/outputs/fjymb_library_final/work/clips/0324_crosstalk_1174530-1178247.wav,,0.68,,False,320,/Users/vanch/tts_benchmarks/mlx_four_backend_full64_cleanrefs_20260516/indextts/0020_0020_speaker.wav,models/mlx-indexTTS2-standard-8bit,2.0,2.148,1.594,0.7419,reference,,,,
21,0021_speaker,逗哏,说疼就疼。肾结石加高反，直接飞回。,/Users/vanch/mlx-indextts2/outputs/fjymb_library_final/work/clips/0222_crosstalk_0783190-0786560.wav,/Users/vanch/mlx-indextts2/outputs/fjymb_library_final/work/clips/0512_crosstalk_1813956-1816924.wav,,0.7,,False,320,/Users/vanch/tts_benchmarks/mlx_four_backend_full64_cleanrefs_20260516/indextts/0021_0021_speaker.wav,models/mlx-indexTTS2-standard-8bit,2.0,4.249,2.764,0.6505,reference,,,,
22,0022_speaker,捧哏,别人去西藏净化心灵，他去西藏净化肾结石。,/Users/vanch/mlx-indextts2/outputs/fjymb_library_final/work/clips/0071_crosstalk_0215374-0217032.wav,/Users/vanch/mlx-indextts2/outputs/fjymb_library_final/work/clips/0077_crosstalk_0237975-0240670.wav,,0.78,,False,320,/Users/vanch/tts_benchmarks/mlx_four_backend_full64_cleanrefs_20260516/indextts/0022_0022_speaker.wav,models/mlx-indexTTS2-standard-8bit,2.0,4.052,2.473,0.6103,reference,,,,
23,0023_speaker,逗哏,回来一句，小红书最多看看擦边。,/Users/vanch/mlx-indextts2/outputs/fjymb_library_final/work/clips/0222_crosstalk_0783190-0786560.wav,/Users/vanch/mlx-indextts2/outputs/fjymb_library_final/work/clips/0289_crosstalk_1020549-1022581.wav,,0.74,,False,320,/Users/vanch/tts_benchmarks/mlx_four_backend_full64_cleanrefs_20260516/indextts/0023_0023_speaker.wav,models/mlx-indexTTS2-standard-8bit,2.0,3.146,2.229,0.7085,reference,,,,
24,0024_speaker,捧哏,总结到位，医学和互联网双重祛魅。,/Users/vanch/mlx-indextts2/outputs/fjymb_library_final/work/clips/0071_crosstalk_0215374-0217032.wav,/Users/vanch/mlx-indextts2/outputs/fjymb_library_final/work/clips/0077_crosstalk_0237975-0240670.wav,,0.76,,False,320,/Users/vanch/tts_benchmarks/mlx_four_backend_full64_cleanrefs_20260516/indextts/0024_0024_speaker.wav,models/mlx-indexTTS2-standard-8bit,2.0,4.203,2.663,0.6337,reference,,,,
25,0025_speaker,逗哏,第三案，神仙打架。,/Users/vanch/mlx-indextts2/outputs/fjymb_library_final/work/clips/0222_crosstalk_0783190-0786560.wav,/Users/vanch/mlx-indextts2/outputs/fjymb_library_final/work/clips/0222_crosstalk_0783190-0786560.wav,,0.56,,False,320,/Users/vanch/tts_benchmarks/mlx_four_backend_full64_cleanrefs_20260516/indextts/0025_0025_speaker.wav,models/mlx-indexTTS2-standard-8bit,2.0,2.136,1.769,0.8283,reference,,,,
26,0026_speaker,捧哏,什么神仙？,/Users/vanch/mlx-indextts2/outputs/fjymb_library_final/work/clips/0071_crosstalk_0215374-0217032.wav,/Users/vanch/mlx-indextts2/outputs/fjymb_library_final/work/clips/0324_crosstalk_1174530-1178247.wav,,0.68,,False,320,/Users/vanch/tts_benchmarks/mlx_four_backend_full64_cleanrefs_20260516/indextts/0026_0026_speaker.wav,models/mlx-indexTTS2-standard-8bit,2.0,1.509,1.301,0.8619,reference,,,,
27,0027_speaker,逗哏,有人逆向 DeepSeek 安卓包，一块钱搞定。,/Users/vanch/mlx-indextts2/outputs/fjymb_library_final/work/clips/0222_crosstalk_0783190-0786560.wav,/Users/vanch/mlx-indextts2/outputs/fjymb_library_final/work/clips/0222_crosstalk_0783190-0786560.wav,,0.6,,False,320,/Users/vanch/tts_benchmarks/mlx_four_backend_full64_cleanrefs_20260516/indextts/0027_0027_speaker.wav,models/mlx-indexTTS2-standard-8bit,2.0,3.228,2.318,0.7182,reference,,,,
28,0028_speaker,捧哏,一块钱？这叫技术吗？,/Users/vanch/mlx-indextts2/outputs/fjymb_library_final/work/clips/0071_crosstalk_0215374-0217032.wav,/Users/vanch/mlx-indextts2/outputs/fjymb_library_final/work/clips/0324_crosstalk_1174530-1178247.wav,,0.76,,False,320,/Users/vanch/tts_benchmarks/mlx_four_backend_full64_cleanrefs_20260516/indextts/0028_0028_speaker.wav,models/mlx-indexTTS2-standard-8bit,2.0,2.508,1.857,0.7405,reference,,,,
29,0029_speaker,逗哏,这叫把奥特曼手撸成拼多多版本。,/Users/vanch/mlx-indextts2/outputs/fjymb_library_final/work/clips/0222_crosstalk_0783190-0786560.wav,/Users/vanch/mlx-indextts2/outputs/fjymb_library_final/work/clips/0075_crosstalk_0230717-0236108.wav,,0.75,,False,320,/Users/vanch/tts_benchmarks/mlx_four_backend_full64_cleanrefs_20260516/indextts/0029_0029_speaker.wav,models/mlx-indexTTS2-standard-8bit,2.0,4.191,2.861,0.6826,reference,,,,
30,0030_speaker,捧哏,然后群里又开始喷拼车二十倍 Pro。,/Users/vanch/mlx-indextts2/outputs/fjymb_library_final/work/clips/0071_crosstalk_0215374-0217032.wav,/Users/vanch/mlx-indextts2/outputs/fjymb_library_final/work/clips/0071_crosstalk_0215374-0217032.wav,,0.58,,False,320,/Users/vanch/tts_benchmarks/mlx_four_backend_full64_cleanrefs_20260516/indextts/0030_0030_speaker.wav,models/mlx-indexTTS2-standard-8bit,2.0,3.425,2.254,0.6581,reference,,,,
31,0031_speaker,逗哏,说不是独立额度，跟正价有啥区别。,/Users/vanch/mlx-indextts2/outputs/fjymb_library_final/work/clips/0222_crosstalk_0783190-0786560.wav,/Users/vanch/mlx-indextts2/outputs/fjymb_library_final/work/clips/0289_crosstalk_1020549-1022581.wav,,0.76,,False,320,/Users/vanch/tts_benchmarks/mlx_four_backend_full64_cleanrefs_20260516/indextts/0031_0031_speaker.wav,models/mlx-indexTTS2-standard-8bit,2.0,3.065,2.348,0.766,reference,,,,
32,0032_speaker,捧哏,拼车拼到最后，发现司机也是乘客。,/Users/vanch/mlx-indextts2/outputs/fjymb_library_final/work/clips/0071_crosstalk_0215374-0217032.wav,/Users/vanch/mlx-indextts2/outputs/fjymb_library_final/work/clips/0325_crosstalk_1178247-1185150.wav,,0.7,,False,320,/Users/vanch/tts_benchmarks/mlx_four_backend_full64_cleanrefs_20260516/indextts/0032_0032_speaker.wav,models/mlx-indexTTS2-standard-8bit,2.0,4.389,2.908,0.6625,reference,,,,
33,0033_speaker,逗哏,叶总还插播越南妹实战指南。,/Users/vanch/mlx-indextts2/outputs/fjymb_library_final/work/clips/0222_crosstalk_0783190-0786560.wav,/Users/vanch/mlx-indextts2/outputs/fjymb_library_final/work/clips/0222_crosstalk_0783190-0786560.wav,,0.56,,False,320,/Users/vanch/tts_benchmarks/mlx_four_backend_full64_cleanrefs_20260516/indextts/0033_0033_speaker.wav,models/mlx-indexTTS2-standard-8bit,2.0,2.868,2.316,0.8077,reference,,,,
34,0034_speaker,捧哏,技术群突然变情感夜校。,/Users/vanch/mlx-indextts2/outputs/fjymb_library_final/work/clips/0071_crosstalk_0215374-0217032.wav,/Users/vanch/mlx-indextts2/outputs/fjymb_library_final/work/clips/0324_crosstalk_1174530-1178247.wav,,0.72,,False,320,/Users/vanch/tts_benchmarks/mlx_four_backend_full64_cleanrefs_20260516/indextts/0034_0034_speaker.wav,models/mlx-indexTTS2-standard-8bit,2.0,3.274,2.186,0.6677,reference,,,,
35,0035_speaker,逗哏,有人说印尼妹周抛，越南妹更香。,/Users/vanch/mlx-indextts2/outputs/fjymb_library_final/work/clips/0222_crosstalk_0783190-0786560.wav,/Users/vanch/mlx-indextts2/outputs/fjymb_library_final/work/clips/0075_crosstalk_0230717-0236108.wav,,0.72,,False,320,/Users/vanch/tts_benchmarks/mlx_four_backend_full64_cleanrefs_20260516/indextts/0035_0035_speaker.wav,models/mlx-indexTTS2-standard-8bit,2.0,3.785,2.611,0.6898,reference,,,,
36,0036_speaker,捧哏,好家伙，API 有日抛，恋爱也开始按套餐计费了。,/Users/vanch/mlx-indextts2/outputs/fjymb_library_final/work/clips/0071_crosstalk_0215374-0217032.wav,/Users/vanch/mlx-indextts2/outputs/fjymb_library_final/work/clips/0325_crosstalk_1178247-1185150.wav,,0.68,,False,320,/Users/vanch/tts_benchmarks/mlx_four_backend_full64_cleanrefs_20260516/indextts/0036_0036_speaker.wav,models/mlx-indexTTS2-standard-8bit,2.0,5.921,3.893,0.6574,reference,,,,
37,0037_speaker,逗哏,第四案，赛博语录。,/Users/vanch/mlx-indextts2/outputs/fjymb_library_final/work/clips/0222_crosstalk_0783190-0786560.wav,/Users/vanch/mlx-indextts2/outputs/fjymb_library_final/work/clips/0222_crosstalk_0783190-0786560.wav,,0.56,,False,320,/Users/vanch/tts_benchmarks/mlx_four_backend_full64_cleanrefs_20260516/indextts/0037_0037_speaker.wav,models/mlx-indexTTS2-standard-8bit,2.0,1.997,1.8,0.9016,reference,,,,
38,0038_speaker,捧哏,张赛博又来了？,/Users/vanch/mlx-indextts2/outputs/fjymb_library_final/work/clips/0071_crosstalk_0215374-0217032.wav,/Users/vanch/mlx-indextts2/outputs/fjymb_library_final/work/clips/0324_crosstalk_1174530-1178247.wav,,0.68,,False,320,/Users/vanch/tts_benchmarks/mlx_four_backend_full64_cleanrefs_20260516/indextts/0038_0038_speaker.wav,models/mlx-indexTTS2-standard-8bit,2.0,1.811,1.423,0.7856,reference,,,,
39,0039_speaker,逗哏,群友问他，是不是又被甩了。,/Users/vanch/mlx-indextts2/outputs/fjymb_library_final/work/clips/0222_crosstalk_0783190-0786560.wav,/Users/vanch/mlx-indextts2/outputs/fjymb_library_final/work/clips/0075_crosstalk_0230717-0236108.wav,,0.72,,False,320,/Users/vanch/tts_benchmarks/mlx_four_backend_full64_cleanrefs_20260516/indextts/0039_0039_speaker.wav,models/mlx-indexTTS2-standard-8bit,2.0,2.612,2.218,0.8489,reference,,,,
40,0040_speaker,捧哏,这不是问候，这是连续剧前情提要。,/Users/vanch/mlx-indextts2/outputs/fjymb_library_final/work/clips/0071_crosstalk_0215374-0217032.wav,/Users/vanch/mlx-indextts2/outputs/fjymb_library_final/work/clips/0077_crosstalk_0237975-0240670.wav,,0.74,,False,320,/Users/vanch/tts_benchmarks/mlx_four_backend_full64_cleanrefs_20260516/indextts/0040_0040_speaker.wav,models/mlx-indexTTS2-standard-8bit,2.0,3.413,2.397,0.7023,reference,,,,
41,0041_speaker,逗哏,刘总高调宣言，无人扶我青云志，争做修仙群最骚。,/Users/vanch/mlx-indextts2/outputs/fjymb_library_final/work/clips/0222_crosstalk_0783190-0786560.wav,/Users/vanch/mlx-indextts2/outputs/fjymb_library_final/work/clips/0289_crosstalk_1020549-1022581.wav,,0.72,,False,320,/Users/vanch/tts_benchmarks/mlx_four_backend_full64_cleanrefs_20260516/indextts/0041_0041_speaker.wav,models/mlx-indexTTS2-standard-8bit,2.0,5.248,3.606,0.6871,reference,,,,
42,0042_speaker,捧哏,这志向，一听就没打算上岸。,/Users/vanch/mlx-indextts2/outputs/fjymb_library_final/work/clips/0071_crosstalk_0215374-0217032.wav,/Users/vanch/mlx-indextts2/outputs/fjymb_library_final/work/clips/0325_crosstalk_1178247-1185150.wav,,0.66,,False,320,/Users/vanch/tts_benchmarks/mlx_four_backend_full64_cleanrefs_20260516/indextts/0042_0042_speaker.wav,models/mlx-indexTTS2-standard-8bit,2.0,3.634,2.626,0.7227,reference,,,,
43,0043_speaker,逗哏,群友补刀，穷得只剩妹子了。,/Users/vanch/mlx-indextts2/outputs/fjymb_library_final/work/clips/0222_crosstalk_0783190-0786560.wav,/Users/vanch/mlx-indextts2/outputs/fjymb_library_final/work/clips/0222_crosstalk_0783190-0786560.wav,,0.58,,False,320,/Users/vanch/tts_benchmarks/mlx_four_backend_full64_cleanrefs_20260516/indextts/0043_0043_speaker.wav,models/mlx-indexTTS2-standard-8bit,2.0,3.007,2.202,0.7323,reference,,,,
44,0044_speaker,捧哏,我第一次听见有人把破产说得像后宫番。,/Users/vanch/mlx-indextts2/outputs/fjymb_library_final/work/clips/0071_crosstalk_0215374-0217032.wav,/Users/vanch/mlx-indextts2/outputs/fjymb_library_final/work/clips/0077_crosstalk_0237975-0240670.wav,,0.78,,False,320,/Users/vanch/tts_benchmarks/mlx_four_backend_full64_cleanrefs_20260516/indextts/0044_0044_speaker.wav,models/mlx-indexTTS2-standard-8bit,2.0,3.947,2.52,0.6385,reference,,,,
45,0045_speaker,逗哏,第五案，模型消息轰炸。,/Users/vanch/mlx-indextts2/outputs/fjymb_library_final/work/clips/0222_crosstalk_0783190-0786560.wav,/Users/vanch/mlx-indextts2/outputs/fjymb_library_final/work/clips/0222_crosstalk_0783190-0786560.wav,,0.56,,False,320,/Users/vanch/tts_benchmarks/mlx_four_backend_full64_cleanrefs_20260516/indextts/0045_0045_speaker.wav,models/mlx-indexTTS2-standard-8bit,2.0,2.392,1.89,0.7901,reference,,,,
46,0046_speaker,捧哏,这群模型党一天不刷模型名就浑身难受。,/Users/vanch/mlx-indextts2/outputs/fjymb_library_final/work/clips/0071_crosstalk_0215374-0217032.wav,/Users/vanch/mlx-indextts2/outputs/fjymb_library_final/work/clips/0325_crosstalk_1178247-1185150.wav,,0.66,,False,320,/Users/vanch/tts_benchmarks/mlx_four_backend_full64_cleanrefs_20260516/indextts/0046_0046_speaker.wav,models/mlx-indexTTS2-standard-8bit,2.0,4.389,2.778,0.633,reference,,,,
47,0047_speaker,逗哏,Flux3 还没来，ZImage 已经被抛弃。,/Users/vanch/mlx-indextts2/outputs/fjymb_library_final/work/clips/0222_crosstalk_0783190-0786560.wav,/Users/vanch/mlx-indextts2/outputs/fjymb_library_final/work/clips/0512_crosstalk_1813956-1816924.wav,,0.64,,False,320,/Users/vanch/tts_benchmarks/mlx_four_backend_full64_cleanrefs_20260516/indextts/0047_0047_speaker.wav,models/mlx-indexTTS2-standard-8bit,2.0,3.448,2.452,0.711,reference,,,,
48,0048_speaker,捧哏,模型迭代太快，昨天是白月光，今天是压缩包。,/Users/vanch/mlx-indextts2/outputs/fjymb_library_final/work/clips/0071_crosstalk_0215374-0217032.wav,/Users/vanch/mlx-indextts2/outputs/fjymb_library_final/work/clips/0512_crosstalk_1813956-1816924.wav,,0.62,,False,320,/Users/vanch/tts_benchmarks/mlx_four_backend_full64_cleanrefs_20260516/indextts/0048_0048_speaker.wav,models/mlx-indexTTS2-standard-8bit,2.0,4.551,2.883,0.6334,reference,,,,
49,0049_speaker,逗哏,有人说 ZImage 有 SigLIP。,/Users/vanch/mlx-indextts2/outputs/fjymb_library_final/work/clips/0222_crosstalk_0783190-0786560.wav,/Users/vanch/mlx-indextts2/outputs/fjymb_library_final/work/clips/0222_crosstalk_0783190-0786560.wav,,0.56,,False,320,/Users/vanch/tts_benchmarks/mlx_four_backend_full64_cleanrefs_20260516/indextts/0049_0049_speaker.wav,models/mlx-indexTTS2-standard-8bit,2.0,2.45,1.913,0.7811,reference,,,,
50,0050_speaker,捧哏,有也没用，群友移情别恋从来不看内在。,/Users/vanch/mlx-indextts2/outputs/fjymb_library_final/work/clips/0071_crosstalk_0215374-0217032.wav,/Users/vanch/mlx-indextts2/outputs/fjymb_library_final/work/clips/0325_crosstalk_1178247-1185150.wav,,0.7,,False,320,/Users/vanch/tts_benchmarks/mlx_four_backend_full64_cleanrefs_20260516/indextts/0050_0050_speaker.wav,models/mlx-indexTTS2-standard-8bit,2.0,4.168,2.756,0.6612,reference,,,,
51,0051_speaker,逗哏,最后一句神评，过期的模型不要扔，开一开源，隔壁小孩馋哭了。,/Users/vanch/mlx-indextts2/outputs/fjymb_library_final/work/clips/0222_crosstalk_0783190-0786560.wav,/Users/vanch/mlx-indextts2/outputs/fjymb_library_final/work/clips/0075_crosstalk_0230717-0236108.wav,,0.76,,False,350,/Users/vanch/tts_benchmarks/mlx_four_backend_full64_cleanrefs_20260516/indextts/0051_0051_speaker.wav,models/mlx-indexTTS2-standard-8bit,2.0,6.664,4.415,0.6625,reference,,,,
52,0052_speaker,捧哏,这不叫开源，这叫 AI 界剩菜盲盒。,/Users/vanch/mlx-indextts2/outputs/fjymb_library_final/work/clips/0071_crosstalk_0215374-0217032.wav,/Users/vanch/mlx-indextts2/outputs/fjymb_library_final/work/clips/0077_crosstalk_0237975-0240670.wav,,0.78,,False,320,/Users/vanch/tts_benchmarks/mlx_four_backend_full64_cleanrefs_20260516/indextts/0052_0052_speaker.wav,models/mlx-indexTTS2-standard-8bit,2.0,3.808,2.384,0.6261,reference,,,,
53,0053_speaker,逗哏,今日龙王榜也很精彩。,/Users/vanch/mlx-indextts2/outputs/fjymb_library_final/work/clips/0222_crosstalk_0783190-0786560.wav,/Users/vanch/mlx-indextts2/outputs/fjymb_library_final/work/clips/0222_crosstalk_0783190-0786560.wav,,0.56,,False,320,/Users/vanch/tts_benchmarks/mlx_four_backend_full64_cleanrefs_20260516/indextts/0053_0053_speaker.wav,models/mlx-indexTTS2-standard-8bit,2.0,2.229,1.805,0.8097,reference,,,,
54,0054_speaker,捧哏,第一名红领少年小修士，六十六条，专注水群卖号和哥哥真好。,/Users/vanch/mlx-indextts2/outputs/fjymb_library_final/work/clips/0071_crosstalk_0215374-0217032.wav,/Users/vanch/mlx-indextts2/outputs/fjymb_library_final/work/clips/0324_crosstalk_1174530-1178247.wav,,0.7,,False,350,/Users/vanch/tts_benchmarks/mlx_four_backend_full64_cleanrefs_20260516/indextts/0054_0054_speaker.wav,models/mlx-indexTTS2-standard-8bit,2.0,6.989,4.374,0.6259,reference,,,,
