label,model_path,text,output_path,elapsed_s,audio_s,rtf,note,clone_mode,ref_audio,ref_text,max_tokens
0037_speaker,models/Qwen3-TTS-official-mlx-int8,第四案，赛博语录。,/Users/vanch/tts_benchmarks/20260514_64row_compare/qwen3/0037_逗哏.wav,0.5719479999970645,1.52,0.3762815789454371,逗哏,icl_ref_audio_ref_text,/Users/vanch/mlx-indextts2/outputs/groupchat_crosstalk_20260509_duo_auto_cleanrefs/clean_refs/0526_crosstalk_1868611-1871268_demucs_vocals.wav,您再解释解释，也是咱俩的事儿。,48
0038_speaker,models/Qwen3-TTS-official-mlx-int8,张赛博又来了？,/Users/vanch/tts_benchmarks/20260514_64row_compare/qwen3/0038_捧哏.wav,0.40104641701327637,1.04,0.385621554820458,捧哏,icl_ref_audio_ref_text,/Users/vanch/mlx-indextts2/outputs/groupchat_crosstalk_20260509_duo_auto_cleanrefs/clean_refs/0289_crosstalk_1020549-1022581_demucs_vocals.wav,老太太连翻身都翻不了了。,48
0039_speaker,models/Qwen3-TTS-official-mlx-int8,群友问他，是不是又被甩了。,/Users/vanch/tts_benchmarks/20260514_64row_compare/qwen3/0039_逗哏.wav,0.83365245902678,2.56,0.32564549180733593,逗哏,icl_ref_audio_ref_text,/Users/vanch/mlx-indextts2/outputs/groupchat_crosstalk_20260509_duo_auto_cleanrefs/clean_refs/0526_crosstalk_1868611-1871268_demucs_vocals.wav,您再解释解释，也是咱俩的事儿。,52
0040_speaker,models/Qwen3-TTS-official-mlx-int8,这不是问候，这是连续剧前情提要。,/Users/vanch/tts_benchmarks/20260514_64row_compare/qwen3/0040_捧哏.wav,1.1014560829498805,3.44,0.320190721787756,捧哏,icl_ref_audio_ref_text,/Users/vanch/mlx-indextts2/outputs/groupchat_crosstalk_20260509_duo_auto_cleanrefs/clean_refs/0289_crosstalk_1020549-1022581_demucs_vocals.wav,老太太连翻身都翻不了了。,64
0041_speaker,models/Qwen3-TTS-official-mlx-int8,刘总高调宣言，无人扶我青云志，争做修仙群最骚。,/Users/vanch/tts_benchmarks/20260514_64row_compare/qwen3/0041_逗哏.wav,1.5809330419870093,5.12,0.30877598476308776,逗哏,icl_ref_audio_ref_text,/Users/vanch/mlx-indextts2/outputs/groupchat_crosstalk_20260509_duo_auto_cleanrefs/clean_refs/0526_crosstalk_1868611-1871268_demucs_vocals.wav,您再解释解释，也是咱俩的事儿。,92
0042_speaker,models/Qwen3-TTS-official-mlx-int8,这志向，一听就没打算上岸。,/Users/vanch/tts_benchmarks/20260514_64row_compare/qwen3/0042_捧哏.wav,0.881089584028814,2.64,0.3337460545563689,捧哏,icl_ref_audio_ref_text,/Users/vanch/mlx-indextts2/outputs/groupchat_crosstalk_20260509_duo_auto_cleanrefs/clean_refs/0289_crosstalk_1020549-1022581_demucs_vocals.wav,老太太连翻身都翻不了了。,52
0043_speaker,models/Qwen3-TTS-official-mlx-int8,群友补刀，穷得只剩妹子了。,/Users/vanch/tts_benchmarks/20260514_64row_compare/qwen3/0043_逗哏.wav,0.8742584160063416,2.48,0.35252355484126674,逗哏,icl_ref_audio_ref_text,/Users/vanch/mlx-indextts2/outputs/groupchat_crosstalk_20260509_duo_auto_cleanrefs/clean_refs/0526_crosstalk_1868611-1871268_demucs_vocals.wav,您再解释解释，也是咱俩的事儿。,52
0044_speaker,models/Qwen3-TTS-official-mlx-int8,我第一次听见有人把破产说得像后宫番。,/Users/vanch/tts_benchmarks/20260514_64row_compare/qwen3/0044_捧哏.wav,0.9708071250352077,2.96,0.3279753800794621,捧哏,icl_ref_audio_ref_text,/Users/vanch/mlx-indextts2/outputs/groupchat_crosstalk_20260509_duo_auto_cleanrefs/clean_refs/0289_crosstalk_1020549-1022581_demucs_vocals.wav,老太太连翻身都翻不了了。,72
0045_speaker,models/Qwen3-TTS-official-mlx-int8,第五案，模型消息轰炸。,/Users/vanch/tts_benchmarks/20260514_64row_compare/qwen3/0045_逗哏.wav,0.7394206250319257,2.0,0.36971031251596287,逗哏,icl_ref_audio_ref_text,/Users/vanch/mlx-indextts2/outputs/groupchat_crosstalk_20260509_duo_auto_cleanrefs/clean_refs/0526_crosstalk_1868611-1871268_demucs_vocals.wav,您再解释解释，也是咱俩的事儿。,48
0046_speaker,models/Qwen3-TTS-official-mlx-int8,这群模型党一天不刷模型名就浑身难受。,/Users/vanch/tts_benchmarks/20260514_64row_compare/qwen3/0046_捧哏.wav,0.9321080410154536,3.04,0.30661448717613604,捧哏,icl_ref_audio_ref_text,/Users/vanch/mlx-indextts2/outputs/groupchat_crosstalk_20260509_duo_auto_cleanrefs/clean_refs/0289_crosstalk_1020549-1022581_demucs_vocals.wav,老太太连翻身都翻不了了。,72
0047_speaker,models/Qwen3-TTS-official-mlx-int8,Flux3 还没来，ZImage 已经被抛弃。,/Users/vanch/tts_benchmarks/20260514_64row_compare/qwen3/0047_逗哏.wav,0.9516495419666171,2.96,0.32150322363737066,逗哏,icl_ref_audio_ref_text,/Users/vanch/mlx-indextts2/outputs/groupchat_crosstalk_20260509_duo_auto_cleanrefs/clean_refs/0526_crosstalk_1868611-1871268_demucs_vocals.wav,您再解释解释，也是咱俩的事儿。,84
0048_speaker,models/Qwen3-TTS-official-mlx-int8,模型迭代太快，昨天是白月光，今天是压缩包。,/Users/vanch/tts_benchmarks/20260514_64row_compare/qwen3/0048_捧哏.wav,1.30436325003393,4.32,0.30193593750785414,捧哏,icl_ref_audio_ref_text,/Users/vanch/mlx-indextts2/outputs/groupchat_crosstalk_20260509_duo_auto_cleanrefs/clean_refs/0289_crosstalk_1020549-1022581_demucs_vocals.wav,老太太连翻身都翻不了了。,84
0049_speaker,models/Qwen3-TTS-official-mlx-int8,有人说 ZImage 有 SigLIP。,/Users/vanch/tts_benchmarks/20260514_64row_compare/qwen3/0049_逗哏.wav,0.8083535420009866,2.4,0.33681397583374445,逗哏,icl_ref_audio_ref_text,/Users/vanch/mlx-indextts2/outputs/groupchat_crosstalk_20260509_duo_auto_cleanrefs/clean_refs/0526_crosstalk_1868611-1871268_demucs_vocals.wav,您再解释解释，也是咱俩的事儿。,68
0050_speaker,models/Qwen3-TTS-official-mlx-int8,有也没用，群友移情别恋从来不看内在。,/Users/vanch/tts_benchmarks/20260514_64row_compare/qwen3/0050_捧哏.wav,0.9723919579992071,3.12,0.31166408910230997,捧哏,icl_ref_audio_ref_text,/Users/vanch/mlx-indextts2/outputs/groupchat_crosstalk_20260509_duo_auto_cleanrefs/clean_refs/0289_crosstalk_1020549-1022581_demucs_vocals.wav,老太太连翻身都翻不了了。,72
0051_speaker,models/Qwen3-TTS-official-mlx-int8,最后一句神评，过期的模型不要扔，开一开源，隔壁小孩馋哭了。,/Users/vanch/tts_benchmarks/20260514_64row_compare/qwen3/0051_逗哏.wav,1.7212260830565356,5.68,0.30303276110150273,逗哏,icl_ref_audio_ref_text,/Users/vanch/mlx-indextts2/outputs/groupchat_crosstalk_20260509_duo_auto_cleanrefs/clean_refs/0526_crosstalk_1868611-1871268_demucs_vocals.wav,您再解释解释，也是咱俩的事儿。,116
0052_speaker,models/Qwen3-TTS-official-mlx-int8,这不叫开源，这叫 AI 界剩菜盲盒。,/Users/vanch/tts_benchmarks/20260514_64row_compare/qwen3/0052_捧哏.wav,1.1052770420210436,3.52,0.3139991596650692,捧哏,icl_ref_audio_ref_text,/Users/vanch/mlx-indextts2/outputs/groupchat_crosstalk_20260509_duo_auto_cleanrefs/clean_refs/0289_crosstalk_1020549-1022581_demucs_vocals.wav,老太太连翻身都翻不了了。,64
0053_speaker,models/Qwen3-TTS-official-mlx-int8,今日龙王榜也很精彩。,/Users/vanch/tts_benchmarks/20260514_64row_compare/qwen3/0053_逗哏.wav,0.56436424999265,1.52,0.3712922697320066,逗哏,icl_ref_audio_ref_text,/Users/vanch/mlx-indextts2/outputs/groupchat_crosstalk_20260509_duo_auto_cleanrefs/clean_refs/0526_crosstalk_1868611-1871268_demucs_vocals.wav,您再解释解释，也是咱俩的事儿。,48
0054_speaker,models/Qwen3-TTS-official-mlx-int8,第一名红领少年小修士，六十六条，专注水群卖号和哥哥真好。,/Users/vanch/tts_benchmarks/20260514_64row_compare/qwen3/0054_捧哏.wav,1.8624822910060175,6.16,0.30235102126721064,捧哏,icl_ref_audio_ref_text,/Users/vanch/mlx-indextts2/outputs/groupchat_crosstalk_20260509_duo_auto_cleanrefs/clean_refs/0289_crosstalk_1020549-1022581_demucs_vocals.wav,老太太连翻身都翻不了了。,112
0055_speaker,models/Qwen3-TTS-official-mlx-int8,第二名土狗道人，六十三条，创业未半，闲鱼先崩。,/Users/vanch/tts_benchmarks/20260514_64row_compare/qwen3/0055_逗哏.wav,1.3959556249901652,4.48,0.311597237721019,逗哏,icl_ref_audio_ref_text,/Users/vanch/mlx-indextts2/outputs/groupchat_crosstalk_20260509_duo_auto_cleanrefs/clean_refs/0526_crosstalk_1868611-1871268_demucs_vocals.wav,您再解释解释，也是咱俩的事儿。,92
0056_speaker,models/Qwen3-TTS-official-mlx-int8,第三名晗萧，五十三条，模型研究狂，问题比参数还多。,/Users/vanch/tts_benchmarks/20260514_64row_compare/qwen3/0056_捧哏.wav,1.835716166999191,6.08,0.30192700115118276,捧哏,icl_ref_audio_ref_text,/Users/vanch/mlx-indextts2/outputs/groupchat_crosstalk_20260509_duo_auto_cleanrefs/clean_refs/0289_crosstalk_1020549-1022581_demucs_vocals.wav,老太太连翻身都翻不了了。,100
0057_speaker,models/Qwen3-TTS-official-mlx-int8,第四名叶总，四十八条，从越南撩妹到 Codex 羊毛，全栈散修。,/Users/vanch/tts_benchmarks/20260514_64row_compare/qwen3/0057_逗哏.wav,1.7070993749657646,5.44,0.31380503216282435,逗哏,icl_ref_audio_ref_text,/Users/vanch/mlx-indextts2/outputs/groupchat_crosstalk_20260509_duo_auto_cleanrefs/clean_refs/0526_crosstalk_1868611-1871268_demucs_vocals.wav,您再解释解释，也是咱俩的事儿。,120
0058_speaker,models/Qwen3-TTS-official-mlx-int8,第五名二舟，四十五条，负责精准吐槽，专治群友膨胀。,/Users/vanch/tts_benchmarks/20260514_64row_compare/qwen3/0058_捧哏.wav,1.7944769999594428,5.84,0.30727345889716484,捧哏,icl_ref_audio_ref_text,/Users/vanch/mlx-indextts2/outputs/groupchat_crosstalk_20260509_duo_auto_cleanrefs/clean_refs/0289_crosstalk_1020549-1022581_demucs_vocals.wav,老太太连翻身都翻不了了。,100
0059_speaker,models/Qwen3-TTS-official-mlx-int8,总结一下，今天这个群，从薅羊毛到撩妹，从逆向到住院。,/Users/vanch/tts_benchmarks/20260514_64row_compare/qwen3/0059_逗哏.wav,1.663146958046127,5.36,0.31028861157577,逗哏,icl_ref_audio_ref_text,/Users/vanch/mlx-indextts2/outputs/groupchat_crosstalk_20260509_duo_auto_cleanrefs/clean_refs/0526_crosstalk_1868611-1871268_demucs_vocals.wav,您再解释解释，也是咱俩的事儿。,104
